customer_id,name,email,country,purchase_amount
1259,James Cole,turnerstacey@example.net,Romania,1040.34
5528,Susan Carroll,fritzmichael@example.net,Saint Barthelemy,2109.71
7169,Desiree Hopkins,johnsonwilliam@example.org,Trinidad and Tobago,5875.57
8044,Luis Quinn,davidlee@example.org,Guinea-Bissau,2315.91
5286,George Edwards,clamb@example.org,Anguilla,6958.99
8939,Jordan Edwards,julianewman@example.org,Syrian Arab Republic,5027.2
4057,Mary Chavez,tgomez@example.org,Jamaica,6975.47
3723,Jessica Crawford,madison77@example.com,Benin,5816.85
1579,Emily Lawrence,gonzalezwilliam@example.com,Cote d'Ivoire,7696.31
3768,Brittney Hunt,cmurphy@example.net,San Marino,6577.71
1909,Melissa Harris,david44@example.net,Angola,3574.12
1624,Leslie Flores,jacksontony@example.com,Mozambique,7607.26
6856,Andrew Thomas,gregory34@example.org,Sudan,1328.54
4276,Christopher Jones,ybrown@example.org,Saint Helena,7433.45
3425,Mr. Daniel Barrett,brittany31@example.com,Reunion,2150.3
3968,John Fritz,roberta01@example.com,Russian Federation,8785.19
7745,Kristen Bell,claudiawebb@example.com,Sao Tome and Principe,6259.82
7022,Erica Simon,theresabrown@example.com,Grenada,6550.68
1478,Joseph Houston,melissa92@example.org,Guernsey,2403.91
9357,Joshua Chapman,payneanita@example.org,Uzbekistan,8989.86
8518,Heather Larson,melindagill@example.net,United Arab Emirates,2483.77
5766,Joshua Garcia,ujoseph@example.org,Panama,1959.49
8621,Brittany Chambers,shawncrosby@example.net,Korea,9687.2
4909,John Young,gabriel79@example.org,Colombia,6272.59
9826,Jennifer Williams,youngtodd@example.net,Latvia,5994.7
9502,Rodney Rojas,benjamintaylor@example.net,Lebanon,5424.15
1615,Christopher Conrad,bobbypitts@example.com,American Samoa,9531.72
6151,Charles Adams,richmondlaurie@example.org,Gabon,2856.56
5787,Jennifer Romero,jonespaige@example.org,Rwanda,2527.65
5322,Emma Kidd,scottgordon@example.com,Croatia,5651.48
1792,William Hamilton,kurtbowers@example.com,Marshall Islands,5802.6
2043,Jason Dennis,gutierrezandrew@example.org,Spain,2275.0
2545,William Dunn,reevesmichael@example.com,Afghanistan,5062.02
3534,Bryan Luna,howardkarla@example.com,Togo,6441.47
1098,Terri Walker,lcarpenter@example.com,France,699.2
8286,Dean Smith,tanyabradshaw@example.com,Norway,1052.18
2689,Colleen Graham,thomas53@example.com,Armenia,6994.3
6585,Vincent Bryan MD,brookssheila@example.com,Spain,104.46
5665,Michael Wolfe,michaelmills@example.com,Lesotho,5056.62
5447,Zachary Trujillo,smithheather@example.com,Bosnia and Herzegovina,8176.53
2058,Justin Walker,awilliams@example.com,United States of America,9878.06
1035,Connie Booth,rfowler@example.com,Brazil,5356.81
4672,Robert Morton,fuentesnicole@example.net,Jordan,9885.57
8727,Timothy Macdonald,mathewhoffman@example.com,Wallis and Futuna,2494.43
1804,Jesus Stewart,zwarren@example.net,Vanuatu,9564.18
7529,Joel Tucker,justinsanders@example.org,Holy See (Vatican City State),573.44
7276,Joseph Andrade,andrew35@example.com,France,7475.81
2652,Ernest Huerta,osanchez@example.net,El Salvador,2784.1
4969,Rodney Matthews,sarahgibson@example.net,Maldives,4840.67
1479,Emily Soto,michael04@example.net,Dominican Republic,2586.7
1997,David Buchanan,vincent11@example.org,Mongolia,5081.99
5971,Denise Wise,newtonbrenda@example.net,Brazil,7130.72
8088,Joshua Jones,paulmartinez@example.org,Saint Martin,2830.88
8262,Edward Jones,julie23@example.org,Myanmar,2557.86
1384,Nichole Robertson,taylormichael@example.net,Australia,2494.31
7382,Kristen Pugh,cathywoods@example.org,American Samoa,3372.89
4140,Ricky Petersen,dawn54@example.org,Svalbard & Jan Mayen Islands,6704.57
4629,Amanda Griffin,fwolfe@example.net,Tunisia,5903.47
3266,Vanessa Melendez,sharongarcia@example.org,Honduras,2853.32
4638,Lucas Ford,kathy94@example.com,Mali,362.99
6913,Charlotte Hampton,cynthia86@example.org,Fiji,1596.64
4285,Jackson Smith,michael22@example.org,Myanmar,7265.33
2357,Kevin Mack,lsoto@example.net,Israel,6539.57
8917,Jason Kim,timothyperry@example.net,Spain,6109.28
3334,Kevin Wilson,davidclark@example.com,Cuba,3637.48
8046,Marvin Proctor,cynthiakennedy@example.com,Norfolk Island,3268.38
9872,Kevin Lee,christopherspencer@example.com,United States Minor Outlying Islands,6590.02
3212,Eric Patel,shepherdjessica@example.com,Montserrat,9808.52
9587,Kimberly Boyle,christianschwartz@example.net,Andorra,1568.27
3775,Savannah Parrish,bowenbrandy@example.org,Sierra Leone,8632.49
2255,Allison Byrd,julie05@example.com,Armenia,4969.05
3468,Sarah Collins,stevenpeterson@example.org,Dominica,8577.8
4941,Ashley Salazar,rcohen@example.org,Gibraltar,4776.76
2676,Melinda Oliver,patrick05@example.com,Czech Republic,8801.11
1727,Andrea Aguilar,xfowler@example.com,Saint Helena,5317.75
8727,Richard Jones,ymitchell@example.net,Mongolia,9301.73
6325,Kathy Edwards,james73@example.org,Iraq,7889.14
3364,Sarah Reese,jordan18@example.net,Australia,1231.39
1229,Mrs. Desiree Massey,sheltonthomas@example.net,South Africa,1355.86
4931,Denise Coleman,williamsrichard@example.com,Barbados,9588.73
7252,Melissa Henderson,alexandragraham@example.org,Suriname,1153.08
7455,David Holmes,clinton72@example.com,Iceland,3507.36
6235,Kristen Castillo DDS,guzmanlauren@example.org,Thailand,8329.67
1837,William Delacruz,nchristian@example.org,Uganda,3985.01
4275,Lee Jensen,carloswilliams@example.net,Falkland Islands (Malvinas),2898.68
6681,Alicia Burton,danacooper@example.net,Netherlands Antilles,4457.26
7021,Brett Stewart,katherine09@example.org,Faroe Islands,2174.36
7201,Brent Johnson,heidicastro@example.net,Christmas Island,3588.81
9006,Brett Cook,nicolesalazar@example.com,Bosnia and Herzegovina,8070.26
6848,Kayla Smith,rileyjoseph@example.net,Zimbabwe,1268.36
1790,Sarah Johnson,mcgeejessica@example.net,Isle of Man,7177.14
5879,Katie Lynch,comptonmargaret@example.net,Montenegro,5384.93
6946,Kathy Mccoy,joseph52@example.org,Ecuador,9853.86
2657,Kathleen Edwards,nicholassosa@example.com,Saint Pierre and Miquelon,1912.5
9828,Zachary Nielsen,amanda71@example.org,Liechtenstein,1281.82
6639,Rachel Blackwell,ubenitez@example.net,Lesotho,8677.8
6028,Michael Rowland,danawise@example.org,Sweden,8508.88
9412,Lisa Hodge,dmartin@example.net,Denmark,3620.66
3316,Christian Perez,joseph77@example.org,Costa Rica,562.54
6253,Valerie Walker,jonathanjohnson@example.com,Bangladesh,104.6
3886,Laurie Reed,debbie74@example.org,Marshall Islands,8000.23
2733,Ryan Tucker,oblackwell@example.com,New Zealand,5148.75
5856,Patrick Griffin,lee27@example.net,Niue,7223.14
3238,Jordan Finley,jennifer91@example.com,South Africa,5074.51
3090,William Mcdaniel,lphelps@example.net,Germany,1998.34
3010,Randy Collins,ashley41@example.net,Sri Lanka,301.21
4202,Jeffrey Gilmore,barrydarren@example.com,Nigeria,9639.33
9011,Stephanie Collier,mcummings@example.org,Fiji,1227.05
8748,Adam Sanders,susan39@example.com,Reunion,964.6
7493,Joshua Park,ian81@example.com,India,3136.63
8774,Pamela Hatfield,zkelly@example.net,France,2055.22
5821,Jason Smith,fmoore@example.net,Argentina,4975.23
2912,Amy Gomez,markkeller@example.net,Norway,2899.18
1815,Sherry Fisher,scottlee@example.com,Bulgaria,1911.01
7755,Lori Sanchez,sarahcortez@example.com,Russian Federation,6964.45
5304,Tommy Mack,theodoreshelton@example.net,Kiribati,2961.18
8427,Darlene Santos,yphillips@example.net,South Africa,4379.94
9283,Joanna Banks,ycurtis@example.net,Namibia,2263.86
6682,Andrew Ramos,bthornton@example.net,Zimbabwe,9701.14
7952,Michelle Ramirez,vbrown@example.net,North Macedonia,3956.61
3575,Ricky Green,ryoung@example.net,Dominican Republic,9326.17
6663,Jennifer Campbell DDS,griffinrebecca@example.com,Afghanistan,2775.92
1035,Brandon Wright,lowecharles@example.com,Norway,1732.08
4474,Anthony Beasley,john57@example.com,Tanzania,266.4
6600,Deanna Benson,osellers@example.com,British Indian Ocean Territory (Chagos Archipelago),6454.34
2836,Brian Jackson,christopher95@example.org,Botswana,3759.53
9720,Mark Abbott,johnsonmarissa@example.org,Serbia,3424.34
5195,Jerry Sutton,arnolddaniel@example.net,El Salvador,931.21
2487,Travis Lee,bestjoe@example.com,Saudi Arabia,4527.53
3403,Traci Thompson,rodriguezcharlene@example.org,Turkey,3866.14
7767,Debra Wilson,evelyn32@example.net,Tonga,8597.98
9200,Jessica Martinez,brose@example.org,Guam,3335.89
8634,Mary Mejia,umccoy@example.org,Afghanistan,5023.52
9526,Erin Bell,sabrina98@example.org,British Virgin Islands,227.07
5493,Ryan Patel,ian08@example.net,Monaco,2356.15
5951,Bobby Gilbert,gshelton@example.com,Suriname,3736.26
3375,Frank Alexander,sean98@example.com,Czech Republic,9621.53
6033,Michael Jimenez,saraperez@example.net,French Southern Territories,9386.31
1572,Paula Lopez,creid@example.com,Ukraine,2502.02
9436,Jonathon Wagner,tiffanydominguez@example.org,Taiwan,1375.48
4595,Colleen Green,rioszachary@example.org,Ireland,8417.45
2598,Jeanette Hall,jason93@example.org,Chad,1404.12
3263,Kaitlin Mosley,smithadam@example.com,Grenada,3938.58
1634,Jesse Logan,brooksstephanie@example.org,United States Minor Outlying Islands,2074.8
3651,Maureen Ferguson,amber87@example.org,Indonesia,6473.91
2223,Erin Hampton,rodriguezandrew@example.org,Maldives,1325.53
3384,Michelle Sutton,johnsonamy@example.com,Palau,355.31
1952,Sarah Velez,rmoore@example.com,Peru,881.28
5683,Lisa Schultz,pricephyllis@example.net,Dominica,2651.56
7301,Aaron Mccann,virginia74@example.org,Montserrat,1742.67
5219,Traci Le,michael54@example.org,Palau,1469.26
1372,Vicki Morse,wlane@example.com,Mauritania,9914.47
8545,Elizabeth Young,james25@example.com,Kuwait,4764.35
8306,Eric Robinson,margaret05@example.com,Mexico,4528.22
8207,Robert Mcdonald,christopher19@example.com,Ukraine,2710.0
8845,Xavier Gilbert,tylerferguson@example.org,North Macedonia,7286.43
4232,Michael Martinez,melanielopez@example.net,Marshall Islands,4917.58
4016,Jonathan Ruiz,dakotasolomon@example.net,Madagascar,7623.02
7113,David Thompson,hunterjeremy@example.org,Madagascar,1596.93
3983,Melissa Orozco,douglasgrimes@example.net,Falkland Islands (Malvinas),1173.03
2043,Zachary Peterson,rburgess@example.net,Saint Kitts and Nevis,7555.43
9519,Nicole Smith,edwincooke@example.org,Romania,781.85
1529,Jessica Fisher,melindalynch@example.com,Malta,3756.22
8045,Brittany Hicks,craig58@example.net,Portugal,8197.74
3312,Stephanie Herrera,rebekahboyd@example.net,Svalbard & Jan Mayen Islands,677.03
2495,Jonathan Garcia,csmith@example.com,Honduras,4074.89
5569,Christina Barton,ericwatson@example.com,Algeria,6048.65
8726,Autumn Reese,robert98@example.net,Liechtenstein,2729.4
9830,Kim Miles,howardmikayla@example.net,Guinea-Bissau,6130.61
6883,Kaitlyn White,michaelchavez@example.org,Norfolk Island,7714.95
3208,Amanda Smith,keithrobert@example.org,Gibraltar,4481.23
5055,Nicole Frank MD,johnknapp@example.org,Kazakhstan,5221.87
2138,Kyle Salazar,carrillocarlos@example.net,Russian Federation,121.73
6745,Manuel Smith,wrightelizabeth@example.com,Jamaica,9846.28
6549,Richard Torres,singhbrenda@example.com,Yemen,5581.83
2417,Amy Porter,zimmermanjessica@example.org,Palau,9127.08
2107,Abigail Gutierrez,ellisbrian@example.com,Equatorial Guinea,6053.62
1432,Yolanda Welch,smithjennifer@example.org,Qatar,9841.84
1103,Deborah Jensen,mmurillo@example.org,New Caledonia,9190.73
5596,Dennis Rasmussen,basskristine@example.com,Namibia,8740.99
8381,Colin Dodson PhD,steven26@example.org,Guam,5951.07
5849,Jacqueline Chambers,vfigueroa@example.net,Christmas Island,7514.73
5140,Kenneth Olson,xhull@example.com,Honduras,8688.12
6339,Beverly Taylor,eking@example.org,Austria,415.69
8970,Raymond Hess,ybird@example.org,Greenland,9648.71
9422,Howard Bush,vsalas@example.com,Chad,2766.56
3652,Christina Smith,harveymaria@example.net,Dominica,6163.5
1636,Sean Rodriguez,eric74@example.com,Antigua and Barbuda,1100.85
5175,Thomas Harvey,tylererin@example.org,Macao,3273.47
7782,Mr. Jeff Brown,murphykeith@example.org,Montenegro,7541.36
2045,Pamela Rodriguez,eugene85@example.org,Brazil,8412.38
6604,Amanda Taylor,belindahernandez@example.org,Saint Pierre and Miquelon,5521.32
6433,Jessica Ford,haley87@example.org,Faroe Islands,1354.49
6239,Robert Byrd,jamesmckenzie@example.net,Thailand,9366.09
2610,Nicholas Holland,lguerra@example.net,Afghanistan,1042.63
1803,Alfred Greene,imckenzie@example.net,Armenia,1605.33
8062,Derek Thomas,steinbetty@example.net,New Zealand,4591.41
9654,Michael Roach DDS,andrewscott@example.com,Lesotho,7598.87
8070,Jenna Jackson,eobrien@example.org,Fiji,5613.79
4217,Aaron Lloyd,erin74@example.com,Iran,4798.45
2415,Joshua Aguilar,travis16@example.org,American Samoa,311.01
6081,Christopher Butler,terrence05@example.com,Anguilla,8368.14
4862,Susan Acosta,christina33@example.com,Belarus,7940.79
7335,Nicholas Curtis,bryce85@example.net,Botswana,4040.9
1988,Jennifer Mccarty,smithbryan@example.com,Bouvet Island (Bouvetoya),6218.02
5556,Michael Jones,sandrapotter@example.net,Equatorial Guinea,3526.1
4975,Katelyn Rasmussen,kjones@example.org,Kazakhstan,8531.53
8546,Marcus Tucker,dgibbs@example.com,Puerto Rico,5469.58
4429,Thomas Smith,william77@example.org,Cape Verde,8999.51
3264,Linda Wang,johnbarajas@example.net,Senegal,3663.75
4776,William Simon,benjamin87@example.org,Niger,6027.91
2204,Nancy Thompson,dyerteresa@example.org,Oman,5081.01
9467,Larry Smith,rgriffin@example.net,Saint Helena,8144.64
5330,Melissa Perkins,jonessara@example.com,Swaziland,2939.09
1965,Jo Ellis,zlong@example.com,Greece,2892.47
2704,Robert King,littlemelissa@example.com,Mongolia,975.15
4880,Jonathan Rhodes,joseph77@example.org,Somalia,8700.38
3041,Jill Green,ashley12@example.com,Myanmar,2004.71
7121,Alexander Singh,michael95@example.com,United Kingdom,4057.03
5126,George Nunez,mark89@example.org,Cook Islands,6451.41
3129,John Johnson,ywaller@example.com,Iceland,3988.93
6773,Ronnie Stark,steven76@example.org,Saint Helena,2028.24
3257,Natalie Adams,moodywilliam@example.com,British Indian Ocean Territory (Chagos Archipelago),1527.96
6178,Lisa Harris,jameshoffman@example.org,Turkmenistan,1352.76
4089,David Gomez,joshua46@example.net,Solomon Islands,2208.6
2320,Alicia Griffin,michaelhall@example.net,Mayotte,4100.95
7412,Luis Hampton,mfarley@example.org,Cayman Islands,7370.66
6137,Adam Smith,jessicafleming@example.com,Portugal,6461.05
2436,Stephanie Johnson,vphillips@example.com,Belize,8693.34
8812,Jesse Wells,ejohnson@example.org,Monaco,7981.35
7060,Mary Holloway,ijohnson@example.com,Madagascar,9314.95
1959,Zachary Brown,julie24@example.com,Colombia,5685.75
7158,Victoria Richards,brian13@example.net,Liechtenstein,5116.83
4300,Anthony Tate,bradleygregory@example.org,Bermuda,6267.11
9394,James Diaz,areyes@example.com,Tokelau,5359.6
5557,Misty Alvarez,seancasey@example.org,Philippines,4933.57
2967,Linda Schaefer,zzuniga@example.com,Tonga,8032.35
6907,Paula Fowler,kmartin@example.org,Bouvet Island (Bouvetoya),5458.9
1200,Alicia Brown,mark18@example.com,Suriname,5674.64
4774,William Miller,ilyons@example.com,Dominica,7451.89
3509,Ms. Ebony Wright,briannakim@example.org,Macao,648.87
5526,Yvette Hopkins,cynthiabradley@example.org,Bolivia,2742.56
6354,James Hood,susan47@example.net,Tunisia,8921.18
7449,Cynthia Chung,casejessica@example.net,Hungary,2639.11
5994,Brooke Farrell,williamwalsh@example.net,Haiti,4444.7
8931,Joshua Brown,stewartthomas@example.org,Puerto Rico,7786.2
8918,Melissa Giles,autumn23@example.net,Svalbard & Jan Mayen Islands,7483.24
7116,William Hall,jlopez@example.net,Spain,6636.5
3987,James Rodriguez,teresa76@example.com,Norway,4847.76
4575,William Clark,maddoxkayla@example.org,Lesotho,1986.64
6269,Joseph Rodriguez,barrytracy@example.net,Lebanon,7148.06
5890,Dana Carney,cvalentine@example.org,South Georgia and the South Sandwich Islands,4009.9
8082,Vanessa Butler,iortiz@example.com,French Polynesia,7552.63
2876,Nancy Rios,angela53@example.net,United States of America,7575.18
6574,Jennifer Li,rnixon@example.com,Austria,7269.39
8046,Gail Martin,kimjerry@example.com,Belize,3770.84
8964,Jasmine Smith,watsonmartin@example.com,Finland,9363.09
7803,Pamela Tate,wendyjones@example.net,Lebanon,9648.97
4426,Edward Griffin,haguilar@example.org,Angola,4861.33
1949,Anthony Turner,julia14@example.net,Venezuela,1576.63
7708,Ann Collins,brendabell@example.net,Somalia,4367.86
1567,Kathryn Raymond,trodriguez@example.com,Venezuela,7754.27
8109,Dominique Russell,burgessmatthew@example.org,Niue,5395.43
6153,Michael Valdez PhD,alexandra32@example.net,Israel,7251.41
8912,Cynthia Shepard MD,englishelizabeth@example.org,United Arab Emirates,4701.0
7293,Crystal Brown,pandrews@example.org,Slovakia (Slovak Republic),2368.73
7387,Jessica Jenkins,ochoachristopher@example.net,Montenegro,5033.65
8467,Adam Anderson,mckeecolleen@example.org,Cote d'Ivoire,3276.55
2680,Paul Hansen,victoria58@example.net,Fiji,4532.07
8386,Alexandra Jackson,qalexander@example.org,Samoa,9629.39
9079,Veronica Anderson,wendy20@example.org,Monaco,6596.41
7286,Joshua Nash,adamayala@example.org,Turkey,5554.65
1615,Patty Steele,brucesmith@example.net,French Southern Territories,8747.61
9956,Matthew Dean,michelle59@example.org,Greece,6607.59
8548,Jody Wilson,joshua96@example.net,Turkey,5004.44
7002,Timothy Howard,nelsonmatthew@example.com,Saint Vincent and the Grenadines,6012.8
8203,Miss Christina Young,matthew44@example.net,Swaziland,2283.33
5397,Elizabeth Mclaughlin,katieramirez@example.org,Botswana,6558.64
3639,Tasha Martin,brownkristen@example.org,Mali,9816.5
3228,Jason Henderson,shawnwright@example.com,Turks and Caicos Islands,1676.9
6571,Amanda Perez,kolson@example.net,United States of America,5645.7
1388,David Valencia,nicole27@example.com,Malawi,6382.13
9138,Steven Vega,robert27@example.org,Guyana,3785.46
9420,Roger Garcia,watsongina@example.net,Bosnia and Herzegovina,5195.66
7668,Linda Collins,kathleenconner@example.net,Aruba,8892.11
4790,Christopher Flores,dennischavez@example.com,Bulgaria,8771.06
5618,Tina Larson,kingmarissa@example.net,Vietnam,6247.99
8165,Carolyn Williams,rnorris@example.org,Zambia,9366.45
8132,Marcia Thompson,ashley35@example.com,Guyana,8893.84
1979,Edwin Jackson,joel89@example.org,Belgium,2736.79
5083,Kimberly Douglas,emma53@example.org,Maldives,7442.79
2543,Patrick Anderson,reyescharles@example.org,San Marino,158.74
6329,Matthew Martin,umarshall@example.org,Bahamas,8932.8
6498,William Turner,kyle22@example.com,Equatorial Guinea,9578.45
5417,Tina Norris,williamsjoseph@example.com,Indonesia,7082.11
6916,Frank Vargas,nhall@example.com,San Marino,9054.43
5321,Christian Beck,colemanmelissa@example.net,Seychelles,1870.98
6707,Rita Miller,michael72@example.net,Djibouti,9760.04
9210,Matthew Anderson,agrant@example.org,Senegal,1632.84
2091,Ebony Duncan,terri11@example.net,Russian Federation,3129.09
6210,Molly Holt,craigdennis@example.org,Estonia,8673.26
5338,Blake Reed,perezbrett@example.org,Madagascar,4886.02
3451,Mark James,tony32@example.com,Fiji,6734.64
6056,Danielle Heath,hmitchell@example.com,Djibouti,9973.88
7570,Robert Vargas,ecolon@example.net,Cayman Islands,6718.66
2950,Cheryl Brown,owatson@example.com,Libyan Arab Jamahiriya,6324.69
3703,Lisa Little,ajones@example.com,Burkina Faso,1453.42
6695,Kelly Davis,tyler86@example.org,Afghanistan,8086.93
7368,Jane Johnson,pdorsey@example.com,Tunisia,6777.89
2147,Mary Phillips,ellisoncarlos@example.net,Hungary,4955.75
4264,Joseph Lloyd,jhorne@example.net,Myanmar,1976.28
9923,Cindy Garcia,brandonmcdonald@example.org,Haiti,4158.0
7143,Lisa Guerra,anncrane@example.net,Anguilla,3408.42
3164,Jessica Brown,whitney90@example.net,Saint Vincent and the Grenadines,1457.19
6766,Richard Obrien Jr.,amanda00@example.net,Chile,5571.88
7195,Rose Chavez,christine40@example.org,Canada,2076.03
5832,Steven Marks,julie11@example.com,Antarctica (the territory South of 60 deg S),9541.14
6977,Alicia Nunez,julieturner@example.org,British Virgin Islands,9495.17
9014,Parker Dyer,harrisonleslie@example.org,Nicaragua,9648.93
1544,Jacob Mosley,wknox@example.net,Cayman Islands,8765.31
7147,Carlos Morris,kennedyallison@example.net,Aruba,7578.14
4965,Wesley Davis,cmercado@example.net,Botswana,9161.37
6316,Robert Lawson,andreabrown@example.org,Peru,4865.56
4365,Cindy Brooks,johnsonandrea@example.net,Saint Pierre and Miquelon,1689.36
3380,Darryl Maldonado,rmarsh@example.org,Zambia,1371.6
7089,Jessica Hubbard,lramos@example.com,Jordan,4587.65
7194,Douglas Hayes,robert70@example.org,Madagascar,9082.55
5548,Scott Gonzales,denise33@example.net,Gabon,6854.64
1734,Ashley Carter,jeffrey98@example.net,Nicaragua,2138.82
8193,Kelsey Joyce,brianlee@example.com,Morocco,4829.44
6843,Jasmine Martinez,paigereyes@example.net,Austria,5896.73
3770,Jackson Williamson,karenrichards@example.net,Greenland,3383.46
2899,Harold Marshall,yatesdavid@example.net,Saint Kitts and Nevis,8358.79
8856,Mr. Shawn Smith,jennifergibson@example.net,Samoa,8102.89
8802,Amanda Wright,ibarrapatricia@example.com,Mozambique,2106.05
7607,Richard Coleman,daniel15@example.net,Singapore,3371.45
6923,Dr. Natalie Leach,jhenderson@example.net,Sweden,9759.94
5018,Dawn Carrillo,heather51@example.net,Cambodia,1546.24
3098,Jacob Collins,wsanchez@example.com,Jersey,2933.44
2783,James Garcia,sparksstephanie@example.com,Armenia,840.05
7760,Christopher Rollins,brandonwashington@example.org,Bhutan,9037.85
7520,Summer King MD,connietucker@example.net,Taiwan,6187.79
1591,Karen Rivas,stephen08@example.org,Guernsey,6447.4
1054,Kylie Webb,mreid@example.com,South Africa,4010.41
1587,Roy Summers,townsendemily@example.com,San Marino,6402.68
6976,Brian Gamble,zhahn@example.org,Gambia,8734.23
6649,Mrs. Christine Berry DDS,amywallace@example.net,Georgia,9304.47
5998,Kristen Woods,chambersbrandy@example.com,Burkina Faso,9841.21
7515,Theresa Ellis,hmcconnell@example.org,Eritrea,5627.06
7516,James Lawson,robertgamble@example.net,Tunisia,1079.5
8744,Kimberly Atkinson,michael14@example.com,Iran,898.07
7989,Andrea Ramirez,lynchrobert@example.net,Sweden,8924.64
7948,Tracy Cruz,alicia44@example.org,Brunei Darussalam,978.63
3751,Adrienne Haynes,carteramy@example.com,United Kingdom,8395.83
1440,Howard Torres,richard65@example.com,Gibraltar,8448.28
5877,Jessica Neal,ejohnson@example.com,Heard Island and McDonald Islands,4277.07
6569,Samantha Davis,sarah01@example.org,Brazil,2825.3
2561,Dakota Dickerson,maldonadomichael@example.net,Croatia,6265.6
4476,Margaret Allen,stephenharris@example.com,Botswana,6880.4
8664,Christina Brown,sanchezbrandy@example.org,Samoa,5528.3
4262,Fernando Black,huynhmichelle@example.org,United Arab Emirates,1707.34
3405,Robert Nelson,gbutler@example.net,China,4547.72
2230,Deborah Macdonald,bortiz@example.com,Saint Barthelemy,3800.57
3917,Joshua Lawson,knightjohn@example.net,Holy See (Vatican City State),5200.06
2317,Eric Mitchell,williamsonjoann@example.org,Malta,3723.67
8147,Jenny Martinez,james33@example.org,Puerto Rico,7036.56
5803,Stanley Young,wmeza@example.net,American Samoa,7191.32
6277,Anthony Bell,waynemercado@example.org,Madagascar,4420.32
8212,Joshua Juarez,corey22@example.net,Ecuador,4284.8
3204,Michael Price,melissa15@example.org,Liberia,8047.02
3083,Robert Wolf,barry98@example.com,Suriname,3908.28
6698,Mark Fields,valeriebarrett@example.org,Antarctica (the territory South of 60 deg S),8661.51
1753,Jeffery Sims Jr.,msaunders@example.net,Latvia,8356.35
9938,James Burnett,joseph96@example.com,Martinique,3837.11
4452,Daniel Perez DDS,nhudson@example.net,Holy See (Vatican City State),8178.44
9260,James Torres MD,william74@example.net,Lithuania,2026.21
1898,Bridget Barry,lpatton@example.com,Lithuania,8013.47
9018,Christopher Burke,colonnicole@example.com,Papua New Guinea,6970.74
1986,Scott Perez,matthew77@example.com,Japan,6337.74
9325,John Martinez,mfranklin@example.net,Christmas Island,5435.78
7081,Karen Flores,moorebenjamin@example.com,Chile,8986.12
7600,Patrick Molina,josephgill@example.net,Austria,9761.21
6954,Thomas Smith,osbornenatalie@example.com,United Arab Emirates,557.47
6939,April Chapman,brose@example.com,China,4377.86
8966,Leslie Dougherty,seth03@example.org,Cocos (Keeling) Islands,3916.84
6927,David Romero,rothjohn@example.org,Anguilla,9958.13
7337,Robert Hunt,henrybauer@example.com,Bahrain,1491.72
1801,Adam Weeks,njensen@example.org,Azerbaijan,3762.75
1497,Charles Petersen,terrellnicholas@example.com,Bolivia,3137.0
6285,Michael Malone,ithompson@example.net,Kuwait,6677.4
8827,Debra Holmes,troycastillo@example.net,Ireland,3954.3
8575,Carolyn Ware,margaretbates@example.org,British Virgin Islands,6328.14
4519,Stephanie Richards,joy23@example.com,Cuba,7304.35
4585,Patricia Delacruz,markstephens@example.net,Israel,5597.13
8386,Anthony Alvarez,poconnor@example.net,Kiribati,6745.6
2161,Laura Martin,qsimmons@example.com,Montserrat,1622.14
4722,Gary Boyle,carlapage@example.net,Hong Kong,4452.15
4708,Carolyn Santos,sheaalan@example.com,Turkey,690.29
7120,Jacob Charles,stacy45@example.net,Somalia,2570.62
3038,Thomas Parker,howardnathan@example.com,Indonesia,4113.18
9145,Kelly Lester,emilywilson@example.com,Guinea-Bissau,1250.44
2965,Mrs. Jamie Pearson MD,jeffperez@example.net,Ireland,5114.86
9219,Edward Mann,barberpaul@example.net,United Kingdom,8939.8
1640,Mary Harris,jonesbrooke@example.org,Mauritania,3504.44
2853,Joseph Hall,lopezrachel@example.com,Barbados,6292.2
3891,Emily Arnold,dawn93@example.net,Mayotte,1982.56
6732,Jamie Thompson,mwallace@example.org,Liechtenstein,6485.79
9140,Darryl Joseph,vegayolanda@example.org,Saint Kitts and Nevis,418.66
6753,Katherine Hill,zjenkins@example.net,Northern Mariana Islands,6808.22
3882,Bradley Gonzalez,william27@example.com,Saint Kitts and Nevis,2928.45
1193,Stephanie Schwartz,charlesgray@example.net,Fiji,5799.88
3392,Jane Sandoval,bobbycarrillo@example.net,Libyan Arab Jamahiriya,2864.99
8766,Raymond James,normanpratt@example.com,Algeria,1867.11
2677,Grace Morris,robertsamanda@example.com,Spain,2788.92
4628,John Campbell,stephaniewiley@example.org,Moldova,6443.68
4828,Christopher Benson,jessica79@example.com,Christmas Island,2147.55
2887,Michelle Ho,amanda20@example.org,Ghana,1748.97
1325,Carlos Smith,sandovalbonnie@example.com,Swaziland,4088.73
8444,Dennis Rollins,logankim@example.org,Barbados,4745.57
6235,Joseph Wilson,zboone@example.net,Djibouti,9394.74
3190,Stephanie Mills,christina58@example.com,Saint Pierre and Miquelon,5000.41
7755,Patricia Avery,marydavis@example.net,Dominica,7589.29
6760,Mrs. Jo Mccormick,sarah96@example.org,Cameroon,860.33
6422,Michael Ford,hoffmanjoshua@example.com,Cape Verde,1030.3
5698,Jennifer Berry,fowleranthony@example.org,Norfolk Island,8580.7
5586,Kyle Sexton,evankennedy@example.org,Cocos (Keeling) Islands,6043.49
